#SkillNo	SkillName	NeedToSelectTarget	SkillType	TargetType	TargetArea	Range	AOE	MinDamage	MaxDamage	UseAp	CD	UseSkillAfterMove	condition	SkillEffectID	sSkillIcon
100111001	Lực Phách Hoa Sơn	1	0	2	0	1	0	300	400	50	0	1	0	100111001	s01021
100112001	Giang Hồ Đao Pháp	1	0	2	0	1	0	400	500	100	0	1	0	100112001	s01021
100112002	Giang Hồ Đao Pháp	1	0	2	0	1	0	250	400	100	0	1	0	100112001	s01021
100113001	Giang Hồ Chuy Pháp	1	0	2	0	1	0	500	600	100	0	1	0	100113001	s01018
100113002	Giang Hồ Chuy Pháp	1	0	2	0	1	0	350	500	100	0	1	0	100113001	s01018
100114001	Hoành Tảo Thiên Quân	1	0	2	1	2	0	1000	1200	100	0	1	0	100114001	s01014
100114002	Toàn Quân Phá Địch	1	0	2	2	2	0	1100	1400	200	2	1	500009	100114002	s01013
100114003	Thiên Hạ Thái Bình	0	0	2	0	0	2	1200	1300	300	4	1	500001	100101003	s01012
100115001	Quỷ Tập	1	0	2	1	3	0	2000	2200	400	0	1	500132,500004	100115001	s01031
100115002	Ti Triền	1	0	2	0	1	1	2200	2400	400	3	1	500010	100115002	s01039
100115003	Tàn Thương	0	0	2	0	0	3	2000	2200	800	5	1	500012,500039	100115003	s01052
100116001	Nha Đột	1	0	2	0	1	0	700	900	100	0	1	500003	100116001	s01021
100117001	Toàn Quân Phá Địch	1	0	2	0	1	0	300	400	100	0	1	0	100117001	s01021
100118001	Kiếm Xuất Vô Ảnh	1	0	2	0	1	0	1300	1500	200	0	1	900102	100118001	s01049
100118002	Nhất Kiếm Tam Ảnh	1	0	2	3	1	0	1300	1500	400	3	1	900102,500132	100118002	s01041
100118003	Huyễn Ảnh Vô Hình	1	0	2	0	2	0	1300	1500	600	4	1	900102,500039	100118003	s01017
100119001	Phong Hồi Lộ Chuyển	1	0	2	0	1	0	600	700	100	0	1	500020	100119001	s01020
100119002	Lưỡng Nghi Chuyển Thái Hư	1	0	2	3	1	0	700	800	200	3	1	500026,500015	100119002	s01024
100120001	Phi Nhạn Thức	1	0	2	0	1	0	500	700	100	0	1	900102	100120001	s01020
100120002	Nhất Kiếm Lạc Cửu Nhạn	1	0	2	0	1	0	700	900	200	2	1	500052,500039	100120002	s01019
100121001	Phi Nhạn Thức	1	0	2	0	1	0	300	350	50	0	1	900102	100120001	s01020
100122001	Long Bàn Hổ Cứ	1	0	2	0	1	0	700	800	100	0	1	500025	100122001	s01019
100122002	Vân Hải Phiên Đằng	1	0	2	3	1	0	900	1000	400	3	1	500004,500008	100122002	s01041
100122003	Nhật Mộ Tây Sơn	1	0	2	3	1	0	1000	1100	400	4	1	500042,500013	100122002	s01041
100123001	Long Bàn Hổ Cứ	1	0	2	0	1	0	800	900	100	0	1	500025	100123001	s01019
100123002	Vân Hải Phiên Đằng	1	0	2	3	1	0	1000	1100	400	3	1	500007,500051	100123002	s01041
100123003	Thương Tùng Thúy Bách	1	0	2	3	1	0	1100	1200	400	4	1	500042,500012	100123002	s01041
100124001	Hồng Phi Minh Minh	1	0	2	0	1	0	300	350	50	0	1	0	100124001	s01019
100125001	Ngọc Nữ Phi Chức	1	0	2	0	1	0	400	450	100	0	1	0	100125001	s01019
100125002	Vô Song Vô Đối	1	0	2	0	1	0	450	500	150	4	1	500013	100125002	s01041
100126001	Thôn Thực Thiên Địa	1	0	2	0	1	0	500	600	150	0	1	500009	100126001	s01056
100126002	Long Thôn Bạo	0	0	2	0	0	1	600	700	200	3	1	500004	100126002	s01027
100126003	Thôn Thực Thiên Địa	1	0	2	0	1	0	400	500	100	0	1	500009	100126001	s01056
100126004	Thôn Thực Thiên Địa	1	0	2	0	1	0	800	1000	250	0	1	500009	100126001	s01056
100126005	Long Thôn Bạo	0	0	2	0	0	1	1000	1200	400	3	1	500039	100126002	s01027
100127001	Ngưu Ẩm	1	0	2	1	2	0	600	700	100	0	1	0	100127001	s01050
100127002	Súy Tửu Hồ	1	0	2	3	1	0	700	800	150	2	1	500021	100127002	s02005
100127003	Ngưu Ẩm	1	0	2	1	2	0	500	600	100	0	1	0	100127001	s01050
100127004	Ngưu Ẩm	1	0	2	1	2	0	800	900	200	0	1	500013	100127001	s01050
100127005	Súy Tửu Hồ	1	0	2	3	1	0	1100	1300	400	2	1	500021,500001	100127002	s02005
100128001	Tuyệt Hộ Ưng Chỉ	1	0	2	0	1	0	500	600	50	0	1	0	100128001	s01030
100128002	Ưng Chi Dịch	1	0	2	1	2	0	600	700	100	2	1	500010	100128002	s02005
100128003	Tuyệt Hộ Ưng Chỉ	1	0	2	0	1	0	500	600	50	0	1	0	100128001	s01030
100128004	Tuyệt Hộ Ưng Chỉ	1	0	2	0	1	0	900	1000	150	0	1	0	100128001	s01030
100128005	Ưng Chi Dịch	1	0	2	1	2	0	600	700	300	2	1	500010,500013	100128002	s02005
100129001	Thiên Cửu Trịch	1	0	2	0	3	0	300	800	50	0	1	0	100129001	s02004
100129002	Quán Đậu Bát Đả	1	0	2	0	3	0	400	900	100	2	1	500027,500051	100129002	s01035
100129003	Thiên Cửu Trịch	1	0	2	0	3	0	800	900	50	0	1	0	100129001	s02004
100129004	Thiên Cửu Trịch	1	0	2	0	3	0	900	1400	150	0	1	0	100129001	s02004
100129005	Quán Đậu Bát Đả	1	0	2	0	3	0	600	1100	300	2	1	500027,500051	100129002	s01035
100130001	Thiên Quỷ Trảo	1	0	2	0	1	0	300	400	50	0	1	0	100130001	s01009
100130002	Thiên Quỷ Trảo	1	0	2	0	1	0	400	600	80	0	1	0	100130001	s01008
100130003	Thiên Quỷ Trảo	1	0	2	0	1	0	600	800	100	0	1	500004	100130001	s01008
100130004	Huyền Long Ấn	1	0	2	3	1	0	500	700	300	3	1	500010	100136001	s01001
100130005	Ách Quỷ Trùng	1	0	2	0	1	0	500	600	150	0	1	500052	100025001	s01007
100130006	Quỷ Ảnh Cước	1	0	2	0	2	0	700	900	200	2	1	500053	100025002	s01055
100133001	Ngân Nguyệt Câu Hồn	1	0	2	0	2	0	300	400	50	0	1	500004	100133001	s01060
100134001	Phách Tần Thần Công	0	0	2	0	0	3	2000	2200	200	0	1	500000,500042,500051	100134001	s02006
100134002	Thiên Vương Thác Tháp	1	0	2	1	2	1	2200	2400	400	2	1	500001,500051	100134002	s02010
100134003	Khí Sở Bàng Bạc	1	0	2	0	2	0	2400	2600	600	4	1	500028	100134003	s01002
100135001	Liêu Kiếm Thức	1	0	2	1	2	0	1000	1200	200	0	1	500013,500017	100135001	s01042
100135002	Loạn Kiếm Thức	1	0	2	0	2	0	1200	1300	400	2	1	500013,500012	100135002	s01052
100135003	Thất Kiếm Tru	1	0	2	1	2	0	1200	1400	600	4	1	500013,500039	100135003	s01063
100136001	Huyền Âm Thần Trảo	1	0	2	0	1	0	150	200	30	0	1	0	100136001	s01001
100136002	Cửu Âm Thần Trảo	1	0	2	3	1	0	1000	1200	100	0	1	500039	100136001	s01001
100139001	Tượng Điệt Thế	1	0	2	1	2	0	1000	1200	200	0	1	500028	100139001	s01025
100139002	Long Thôn Thế	0	0	2	0	0	1	1200	1400	400	3	1	500000,500008	100139002	s01027
100139003	Vô Thượng Bàn Nhược Tiêm	1	0	2	0	1	1	1400	1600	600	4	1	500012,500035	100139003	s01058
100140001	Phạm Thiên Chuy	1	0	2	0	1	0	500	700	100	0	1	0	100140001	s01018
100140002	Ma Ha Vô Lượng	1	0	2	0	1	0	800	1000	250	2	1	500001	100140002	s01044
100140003	Nộ Mục Kim Cương	1	0	2	0	1	0	1000	1500	100	0	1	500001,500008	100140001	s01018
100140004	Đương Đầu Bổng Hát	1	0	2	3	1	0	1200	1600	250	3	1	500015,500027	100140002	s01044
100141001	Giao Sát Đao	1	0	2	0	2	0	900	1100	100	0	1	0	100141001	s01018
100141002	Vụ Ẩn Dương Sa	1	0	2	0	2	0	1000	1300	200	3	1	500007	100141002	s01040
100141003	Thủy Long Lôi Hỏa Đạn	1	0	2	0	2	1	1300	1500	400	4	1	500039	100141003	s01023
100142001	Giao Sát Đao	1	0	2	0	2	0	300	350	50	0	1	0	100142001	s01029
100142002	Vụ Ẩn Dương Sa	1	0	2	0	2	0	400	450	100	3	1	500007	100142002	s01040
100143001	Cự Trác Kích	1	0	2	0	1	0	800	1000	150	0	1	500052	100143001	s01030
100143002	Kim Trảo Đoạt Tình	1	0	2	0	2	0	1000	1200	250	2	1	500007	100143002	s01030
100143003	Cự Trác Liên Kích	1	0	2	3	1	0	1400	1600	400	3	1	500009	100143003	s01030
100143004	Cự Trác Kích	1	0	2	0	1	0	800	1000	150	0	1	500052	100143001	s01030
100143005	Kim Trảo Đoạt Tình	1	0	2	0	2	0	1000	1200	250	2	1	500007	100143001	s01030
100144001	Bạt Đao Khảm Nhân	1	0	2	0	1	0	400	600	50	0	1	0	100144001	s01021
100145001	Tường Long Thiểm	1	0	2	0	3	0	800	900	200	0	1	500013,500028	100145001	s01029
100145002	Cửu Long Thiểm	1	0	2	1	2	1	1500	1600	600	4	1	500039	100145002	s01025
100224001	Lực Phách Hoa Sơn	1	0	2	0	1	0	40	50	20	0	1	0	100224001	s01021
100245001	Thiên Ngoại Phi Long	1	0	2	3	1	0	1000	1200	200	2	1	500004,500013	100245001	s01053
100245002	Phi Vân Đằng Hà	1	0	2	1	2	0	1300	1600	450	3	1	500013,500052	100245002	s01042
100245003	Hữu Phượng Lai Nghi	1	0	2	0	1	0	800	1300	150	0	1	500013	100246001	s01019
100246001	Hữu Phượng Lai Nghi	1	0	2	0	1	0	600	700	100	0	1	0	100246001	s01019
100246002	Dịch Thủy Tiêu Phong	1	0	2	1	2	0	400	800	200	3	1	500017,500013	100246001	s01021
100280001	Độc Long Xuất Động	1	0	2	0	1	0	330	360	50	0	1	0	100280001	s03003
100280002	Kim Xà Cuồng Vũ	1	0	2	0	1	0	420	460	100	2	1	500006	100280002	s03004
100284001	Tú Xuân Đao	1	0	2	0	1	0	900	1200	100	0	1	0	100284001	s01026
100296001	Kinh Hồng Nhất Miết	1	0	2	0	1	0	400	500	100	0	1	0	100296001	s01021
100297001	Loạn Thạch Băng Vân	1	0	2	0	1	0	900	1100	100	0	1	0	100297001	s01021
100297002	Kinh Đào Liệt Ngạn	1	0	2	0	1	0	1100	1400	200	2	1	500017,500051	100297002	s01026
100297003	Phá Lãng Thiên Tuyết	1	0	2	1	4	0	1000	1200	400	4	1	500039,500003	100297003	s01038
100297004	Loạn Thạch Băng Vân	1	0	2	0	1	0	600	700	100	0	1	0	100297001	s01021
100297005	Kinh Đào Liệt Ngạn	1	0	2	0	1	0	700	800	200	2	1	500017	100297002	s01026
100298001	La Hán Ngọa Thiện	1	0	2	0	1	0	1200	1300	200	0	1	500009	100298001	s01001
100298002	Kim Cương Nộ Mục	1	0	2	0	1	0	1400	1500	400	3	1	500000,500020	100298002	s01023
100298003	Thanh Long Phân Thủy	1	0	2	1	1	0	1300	1500	221	4	1	500012,910001	100298003	s01033
100299001	Thâm Trúc Thúy Ẩn	1	0	2	0	1	0	1200	1400	200	0	1	500003	100299001	s01020
100299002	U Cốc Phi Giản	1	0	2	1	2	0	1000	1200	400	3	1	500025,500042	100299002	s01019
100299003	Hạc Dực Thương Khung	1	0	2	1	4	0	1100	1400	600	5	1	500013,500014	100299003	s01022
100299004	Thâm Trúc Thúy Ẩn	1	0	2	0	2	0	700	800	90	0	1	500003	100299001	s01020
100299005	U Cốc Phi Giản	1	0	2	1	2	0	800	900	180	3	1	500025	100299002	s01019
100299006	Thâm Trúc Thúy Ẩn	1	0	2	0	1	0	600	700	70	0	1	500003	100299001	s01020
100311001	Độc Long Tham Hải	1	0	2	0	1	0	400	600	100	0	1	500006	100311001	s03002
100311002	Đoạn Hồn Thực Cốt	1	0	2	0	1	0	600	750	200	3	1	500049,500008	100311002	s03004
100311003	Hóa Công Độc Chưởng	0	0	2	0	0	1	600	900	300	5	1	500005,500001	100311003	s03005
100311004	Độc Long Tham Hải	1	0	2	0	1	0	1300	1500	100	0	1	500006	100311001	s03002
100311005	Đoạn Hồn Thực Cốt	1	0	2	0	1	0	1350	1600	200	3	1	500049,500008	100311002	s03004
100311006	Hóa Công Độc Chưởng	0	0	2	0	0	1	1500	1800	300	5	1	500005,500001	100311003	s03005
100415001	Thiên La Trảo	1	0	2	0	1	0	600	800	100	0	1	500004	100130001	s01008
100415002	Thiên La Thích	1	0	2	0	2	0	700	900	200	2	1	500053	100025002	s01055
100422001	Địa Khôi Thông U	1	0	2	2	2	0	1200	1400	200	0	1	500053,500027	100422001	s01011
100422002	Địa Sát Khu Thần	0	0	2	0	0	2	1300	1500	350	2	1	500053,500028,500000	100422002	s01043
100422003	Địa Ích Thôn Đao	1	0	2	0	3	0	1800	2300	400	4	1	500053,500039,500086	100422003	s01035
100969001	Trảo Kích	1	0	2	0	1	0	600	700	0	0	1	500018	100969001	s01034
100969002	Trảo Kích	1	0	2	0	1	0	800	1000	0	2	1	500004	100969002	s01034
100969003	Trảo Kích	1	0	2	0	1	0	1200	1400	0	4	1	500039	100969003	s01034
100969004	Trảo Kích	1	0	2	0	1	0	300	400	0	0	1	500018	100969001	s01034
100970001	Độc Long Tham Hải	1	0	2	0	1	0	500	700	0	0	1	500006	100970001	s03003
100970002	Đoạn Hồn Thực Cốt	1	0	2	0	1	0	700	900	0	2	1	500006,500008	100970002	s03003
100970003	Kịch Độc Hóa Công	1	0	2	0	1	0	900	1200	0	4	1	500006,500005,500001	100970003	s03003
100970004	Độc Long Tham Hải	1	0	2	0	1	0	350	500	0	0	1	500006	100970001	s03003
100970005	Đoạn Hồn Thực Cốt	1	0	2	0	1	0	600	700	0	2	1	500006,500008	100970002	s03003
100988001	Dương Phụng Âm Vi	1	0	2	1	2	0	1000	1200	100	0	1	500132	100988001	s01029
100988002	Âm Thảm Dương Thư	1	0	2	1	2	0	1200	1400	400	2	1	500008,500022	100988002	s01063
100988003	Âm Dương Giao Thác	1	0	2	1	3	0	1200	1400	400	3	1	500015	100988003	s02008
100990001	Tung Dương Tam Điệt	1	0	2	1	1	0	700	800	100	0	1	0	100990001	0
100990001	Nhật Nguyệt Thiên Ma	1	0	2	1	2	0	800	900	100	0	1	0	100990001	0
100990002	Đại Âm Dương Thủ	1	0	2	1	1	0	800	900	300	3	1	500023	100990002	0
100990002	Hấp Tinh Thôn Thực	0	0	2	0	0	1	800	900	500	3	1	500024	100990002	0
100990003	Hàn Băng Miên Chưởng	1	0	2	1	3	0	700	800	300	3	1	500000	100990003	0
100990003	Tinh Nhược Tà Động	1	0	2	3	1	0	900	1000	300	3	1	500009	100990003	0
100991001	Thiết Chưởng	1	0	2	0	1	0	600	700	100	0	1	0	100991001	0
100991002	Tồi Cân Đoạn Cốt	1	0	2	0	1	0	700	900	300	3	1	500013	100991002	0
100991003	Vô Kiên Bất Tồi	0	1	1	0	0	0	0	0	300	3	1	0	100991003	0
100992001	Địch Thanh Hàng Long	1	0	2	0	1	0	500	600	100	0	1	0	100992001	0
100992002	Hóa Cốt Tam Tuyệt Sát	1	0	2	0	1	0	600	700	250	3	1	500006	100992002	0
100993001	Thất Giả Giai Thương	1	0	2	0	1	0	350	450	100	0	1	500008	100993001	0
100993002	Hồn Phi Phách Tán	1	0	2	0	1	0	500	600	250	2	1	500013	100993002	0
100994001	Viên Chuyển Thái Hư	1	0	2	0	1	0	300	400	100	0	1	0	100994001	0
100994002	Tự Hữu Nhược Vô	1	0	2	0	1	0	300	400	300	2	1	500010	100994002	0
100995001	Quần Tà Ích Dịch	1	0	2	0	3	0	550	620	100	0	1	0	100995001	0
100995002	Tử Khí Đông Lai	1	0	2	0	3	0	550	620	350	2	1	500007	100995002	0
100995003	Lưu Tinh Phi Trụy	1	0	2	1	3	0	460	520	400	3	1	500007	100995003	0
100996001	Di Hoa Tiếp Ngọc	1	0	2	0	3	0	400	500	100	0	1	0	100996001	0
100996002	Tinh Di Đấu Chuyển	0	0	2	0	0	1	400	500	350	2	1	500016	100996002	0
100996003	Tham Hợp Chỉ	1	0	2	1	3	0	400	500	300	3	1	500001	100996003	0
100997001	Linh Xà Tương Sát	1	0	2	0	1	0	620	680	200	0	1	0	100997001	0
100997002	Thần Đà Tuyết Sát	1	0	2	3	1	0	620	680	400	3	1	500006	100997002	0
100997003	Nghịch Vận Cửu Âm	0	0	2	0	0	1	620	680	600	4	1	500005	100997003	0
100998001	Tượng Điệt Thế	1	0	2	1	2	0	660	720	200	0	1	0	100998001	0
100998002	Long Thôn Thế	0	0	2	0	0	1	660	720	600	4	1	0	100998002	0
100998003	Vô Thượng Bàn Nhược Tiêm	1	0	2	0	2	0	940	1180	400	3	1	500009	100998003	0
100999001	Phách Thạch Phá Ngọc	1	0	2	3	1	0	1500	2000	100	0	1	0	100999001	s00076
100999002	Thiết Quyền Vô Địch	0	0	2	0	0	1	3500	4000	250	2	1	0	100999002	s00077
360032001	Hầu Tam Trảo Đào Thức	1	0	2	3	1	0	500	600	150	0	1	500052,500004	360032001	s00083
360032002	Hầu Tam Xả Đào Thức	1	0	2	1	2	0	1000	1300	300	2	1	500053,500027	360032004	s00082
360032003	Hầu Tam Phá Đào Thức	1	0	2	0	1	0	1200	1400	600	3	1	500001,500039,500057	360032005	s00084
360068001	Diêm La Trảm	1	0	2	0	1	0	400	500	100	0	1	0	100406001	s03003
360068002	Thiên Niên Sát	1	0	2	0	2	0	500	700	200	2	1	0	100059001	s03001
360068003	Bàn Nhược Luân Hồi Đạo	1	0	2	0	2	1	700	800	300	4	1	0	100059002	s03005
360077001	Hồ Tộc Đao Pháp	1	0	2	0	1	0	500	600	100	0	1	0	360077001	s03004
360078001	Hán Tộc Thương Pháp	1	0	2	0	2	0	400	500	100	0	1	0	360078001	s03004
360085001	Địa Bĩ Đao Pháp	1	0	2	0	1	0	300	600	100	0	1	0	360085001	s03004
360086001	Địa Bĩ Quyền Pháp	1	0	2	0	1	0	250	400	100	0	1	0	360086001	s03004
360087001	Địa Bĩ Bổng Pháp	1	0	2	0	1	0	300	600	100	0	1	0	360087001	s03004
360088001	Địa Bĩ Bổng Pháp	1	0	2	0	1	0	400	750	100	0	1	0	360088001	s03004
360112001	Tú Xuân Nhất Đao	1	0	2	0	1	0	700	900	100	0	1	500021	100116001	s01021
360112002	Tú Xuân Nhị Đao	1	0	2	0	1	0	900	1100	200	2	1	500021	100116001	s01026
360113001	Tú Xuân Nhất Đao	1	0	2	0	1	0	700	900	100	0	1	500021	100284001	s01021
360113002	Tú Xuân Nhị Đao	1	0	2	0	1	0	900	1100	200	2	1	500021	100284001	s01026
505021001	Hống Lý Hệ	1	0	2	0	1	0	800	1000	150	0	1	500001	360087001	s01018
505021002	Phấn Toái Nhất Kích	1	0	2	0	1	0	1100	1300	300	2	1	500013	360088001	s02003
900000001	Thạch Hôi Phấn	1	0	0	3	1	0	0	0	1	0	1	900001,400003	0	s01037
900000002	Hương Hôi	1	0	0	3	1	0	0	0	1	0	1	900002,400003	0	s01037
900000003	Lão Khiếu Hóa Nê Hoàn Tử	1	0	0	0	1	0	0	0	1	0	1	900092,400003	0	s01037
900000004	Phích Lịch Lôi Hỏa Đạn	1	0	2	0	3	1	200	500	1	0	1	900004,400003,500013	100014071	s01037
900000005	Thanh Long Tán	0	1	1	0	0	0	0	0	1	0	1	500064	0	s01037
900000006	Độc Diễm Thất Sát Tán	0	0	2	0	0	2	200	500	1	0	1	500049,400003	100058003	s01037
900000007	Sinh Mạch Đan	0	1	1	0	0	0	0	0	1	0	1	500158	0	s01037
900000008	Thừa Khí Ẩm	0	1	1	0	0	0	0	0	1	0	1	500159	0	s01037
900000009	Hộ Thủ Dược Cao	0	1	1	0	0	0	0	0	1	0	1	500211	0	s01037
910003001	Giảo Giảo	1	0	2	0	1	0	1200	1400	100	0	1	500018	910003001	s01027
910004001	Mãnh Phác	1	0	2	0	1	0	800	900	200	0	1	500009,500001	910004001	s01027
910004002	Tê Liệt	1	0	2	0	1	0	900	1000	400	2	1	500023,500009	910004002	s01027
910004003	Đột Giảo	1	0	2	3	1	0	1000	1300	300	0	1	500009	910004001	s01027
910004004	Đại Khoái Đóa Di	1	0	2	3	1	0	1300	1600	600	2	1	500209	910004002	s01027
910004005	Biến Ngạnh	0	1	1	0	0	0	1000	1000	100	4	1	500020	910004001	s05007
910005001	Tê Giảo	1	0	2	0	1	0	500	600	200	0	1	500052	910005001	s01027
910005002	Khẳng Phệ	1	0	2	0	1	0	600	700	300	1	1	500023,500017	910005001	s01027
910006001	Tê Giảo	1	0	2	0	1	0	600	700	150	0	1	500052,500003,500132	910006001	s01027
910007001	Tê Giảo	1	0	2	0	1	0	900	1100	200	0	1	500052,500004	910007001	s01027
910007002	Khẳng Phệ	1	0	2	0	1	0	1100	1300	300	1	1	500008	910007001	s01027
910008001	Tê Giảo	1	0	2	0	1	0	700	900	150	0	1	500052,500003	910008001	s01027
910009001	Tê Giảo	1	0	2	0	1	0	500	600	200	0	1	500052	910009001	s01027
910009002	Khẳng Phệ	1	0	2	0	1	0	600	700	300	1	1	500023,500017	910009001	s01027
910010001	Tê Giảo	1	0	2	0	1	0	600	700	150	0	1	500052,500003	910010001	s01027
910011001	Kê Dược Cửu Thiên	1	0	2	0	1	0	40	50	20	0	1	500052	910011001	s02005
910012001	Oai Chủy Kê Cật Hảo Mễ	1	0	2	0	1	0	30	40	10	0	1	500004	910012001	s01029
910012002	Phượng Trảo Thất Liên Sát	1	0	2	0	1	0	40	50	20	1	1	500008	910012002	s00092
910012003	Lư Sơn Thăng Kê Phách	0	0	2	0	0	1	50	60	30	2	1	500027	910012003	s01053
910012004	Oai Chủy Kê Cật Hảo Mễ	1	0	2	0	1	0	500	600	100	0	1	500052,500004	910012001	s01029
910012005	Phượng Trảo Thất Liên Sát	1	0	2	3	1	0	700	900	200	1	1	500052,500008	910012002	s00092
910012006	Lư Sơn Thăng Kê Phách	0	0	2	0	0	1	1000	1200	300	2	1	500052,500027	910012003	s01053
990023001	Lạc Diệp Phiêu Vũ	1	0	2	0	2	0	1100	1300	100	0	1	500003,500014	990023001	s01019
990023002	Ngạo Nhật Cuồng Phong	1	0	2	1	3	0	1200	1400	200	3	1	500008,500132	990023002	s01020
990023003	Phiêu Miểu Mị Ảnh	1	0	2	0	3	0	700	800	300	4	1	500002,500028	990023003	s02005
990024001	Lạc Tuyết Phi Thạch	1	0	2	0	2	0	600	900	100	0	1	500052,500132	990024001	s01028
990024002	Mạn Thiên Tuyết Vũ	1	0	2	0	2	1	1100	1200	200	3	1	500051,500010	990024002	s00095
990024003	Vạn Tượng Sâm La	0	1	1	0	0	0	800	1600	300	4	1	500018,500020	990024003	s05009
990025001	Nhất Chỉ Xuyên Tâm	1	0	2	0	1	0	900	1200	100	0	1	500013,500132	990025001	s01006
990025002	Ý Loạn Tình Mê	1	0	2	0	1	0	800	1000	250	3	1	500002,500005	990025002	s00092
990025003	Tiên Hầu Vãn Đào	1	0	2	0	1	0	1400	1600	400	4	1	500001,500039,500057	100014189	s00083
990026001	Phá Hư Không	1	0	2	1	3	0	1100	1350	150	0	1	500052,500008	990026001	s01038
990026002	Trảm Vô Giới	1	0	2	1	3	0	1400	1500	250	2	1	500052,500039	990026002	s01063
990026003	Thiên Địa Kiếp	0	0	2	0	0	2	600	800	300	4	1	500007,500132,500010	990026003	s05008
990027001	Vạn Hồn Quy U	1	0	2	0	1	0	1200	1300	150	0	1	500052,500023	990027001	s03003
990027002	Diêm La Liệt Phách	1	0	2	0	1	1	1200	1400	300	2	1	500013,500049	990027002	s03005
990027003	Hỗn Độn Tru Thiên	1	0	2	0	2	0	1600	1800	400	3	1	500013,500039	990027003	s03002
990028001	Vạn Thiên Nhật Nguyệt	1	0	2	0	2	0	900	1100	150	0	1	500052,500027	990028001	s01039
990028002	Tàn Thiên Thực Nhật	1	0	2	2	3	0	1200	1300	250	3	1	500001,500051	990028002	s02010
990028003	Tàn Nhật Như Lai	1	0	2	2	3	0	1400	1500	350	4	1	500000,500027	990028003	s01045
990029001	Cầu Bại Nhất Thức	1	0	2	0	1	0	1000	1200	100	0	1	0	990029001	s01052
990029002	Cầu Bại Nhị Thức	1	0	2	0	1	0	1200	1400	200	2	1	0	990029001	s01052
990029003	Vũ Cuồng Linh Thức	1	0	2	3	1	0	900	1200	300	3	1	0	100078003	s01051
990030001	Lôi Đình Vẫn Lạc	1	0	2	0	1	0	700	900	100	0	1	500027	990030001	s01026
990030002	Phích Lịch Tật Trảm	1	0	2	0	2	0	900	1100	300	2	1	500004,500035	990030002	s01038
990030003	Tam Thiên Lôi Động	1	0	2	0	3	0	1200	1300	400	3	1	500001,500039	990030003	s01021
990035001	Kim Cương Chuy	1	0	2	3	1	0	800	900	100	0	1	500001	990035001	s01057
990035002	Hỏa Thần Pháo	1	0	2	0	10	1	1800	2600	200	2	1	500109	990035002	s01023
990037001	Phản Qua Nhất Kích	1	0	2	1	2	0	800	1000	100	0	1	0	360078001	s00106
990037002	Hoành Tảo Thiên Quân	0	0	2	0	0	1	700	900	200	2	1	500027	100014059	s01012
990038001	Tiên Trảm Hậu Tấu	1	0	2	0	1	0	900	1100	100	0	1	0	990038001	s01038
990038002	Đao Hạ Vô Tình	1	0	2	3	1	0	1100	1200	200	2	1	500004	360085001	s01021
990039001	Chân ‧ Nhất Dương Chỉ	1	0	2	0	5	0	1200	1300	150	0	1	500008	990039001	s00096
990039002	Hàng Long Thần Chưởng	1	0	2	2	3	0	1100	1500	250	2	1	500000,500132	990039002	s02006
990039003	Phật Quang Phổ Chiếu	1	0	2	3	2	0	1300	1400	300	3	1	500001,500007	990039003	s00092
100121002	Phật Quang Sơ Hiện	1	0	2	0	1	0	700	800	200	0	1	0	100047001	s01059
100121003	Phật Động Sơn Hà	1	0	2	3	1	0	800	1000	400	3	1	500008	100047002	s01025
100121004	Thiên Phật Hàng Thế	1	0	2	1	2	0	900	1200	600	5	1	500000	100047003	s01058
100247001	Công Kỳ Bất Bị	0	0	2	0	0	30	0	0	100	2	1	900093	990025001	s01006
100247002	Thâm Câu Cao Lũy	0	1	1	0	0	30	0	0	100	2	1	900094	100017003	s04007
100247003	Dĩ Dật Đãi Lao	0	1	1	0	0	30	1000	1000	100	3	1	900095	100028002	s04001
990040001	Giang Thượng Lộng Địch	1	0	2	3	1	0	1100	1300	400	0	1	500052,500024	100014199	s01049
990040002	Phi Yến Xuyên Liễu	1	0	2	0	1	0	1200	1400	900	1	1	900110,500017	100014200	s00110
990040003	Tảo Đãng Quần Ma	0	0	2	0	0	1	1300	1600	1500	1	1	900110,500014	100014201	s00113
990106001	Vô Ưu Vô Lự	0	0	2	0	0	2	900	1050	300	0	1	900016,500013	100014138	s01059
990106002	Bồ Đề Thanh Tâm	0	1	1	0	0	2	800	1200	600	2	1	900018	100014139	s04002
990106003	Ngạo Tiếu Hồng Trần	0	0	2	0	0	3	800	1000	600	4	1	900019,500013	100014140	s02009
990107001	Tinh Vũ Mạn Thiên	1	0	2	0	3	1	800	850	150	0	1	900026	100014067	s01042
990107002	Tinh Hỏa Liệu Nguyên	1	0	2	0	3	1	800	850	300	2	1	500007,500017	100014068	s01043
990107003	Phi Tinh Đái Nguyệt	0	0	2	0	0	3	800	850	450	4	1	500004,500051	100014069	s01028
990108001	Hấp Phong Ẩm Lộ	1	0	2	0	2	0	840	990	250	0	1	900010	100014162	s00094
990108002	Ngự Phong Nhi Hành	1	0	2	3	1	0	840	990	250	0	1	500007,500014	100014163	s00093
990108003	Xuân Phong Phất Diện	1	1	1	1	2	0	600	900	500	0	1	500058,900011	100014166	s04008
990109001	Hàn Tùng Sương Trúc Kim Thác Đao	1	0	2	0	1	0	800	900	225	0	1	500052,500132	100014181	s00102
